Date,MSFT,AAPL,AMZN,FB,BRK.B,JPM,JNJ,XOM,MMM,ABT,ALXN,ALGN,BAC,BK
2017-11-21,83.72,173.14,1139.49,181.86,183.18,98.93,138.34,80.87,234.09,56.12,108.05,256.43,26.73,52.42
2017-11-22,83.11,174.96,1156.16,180.87,182.56,98.64,137.29,81.1,231.58,55.8,107.6,254.38,26.66,52.43
2017-11-24,83.26,174.97,1186.0,182.78,182.36,98.32,138.01,81.42,231.38,56.13,108.61,254.76,26.59,52.23
2017-11-27,83.87,174.09,1195.83,183.03,183.49,97.93,138.1,81.11,234.0,56.15,107.75,262.42,26.59,52.18
2017-11-28,84.88,173.07,1193.6,182.42,187.54,101.36,140.02,81.67,235.63,56.02,108.1,264.23,27.64,53.13
2017-11-29,83.34,169.48,1161.27,175.13,189.85,103.73,139.81,82.27,238.01,55.58,107.37,258.37,28.28,54.41
2017-11-30,84.17,171.85,1176.75,177.18,193.01,104.52,139.33,83.29,243.14,56.37,109.81,260.88,28.17,54.74
2017-12-01,84.26,171.05,1162.35,175.1,194.56,104.79,139.98,83.46,241.15,55.98,108.96,254.07,28.1,54.45
2017-12-04,81.08,169.8,1133.95,171.47,196.96,106.95,139.01,83.57,239.26,54.71,111.75,225.8,29.06,54.97
2017-12-05,81.59,169.64,1141.57,172.83,196.07,105.72,139.67,82.89,238.26,54.79,108.9,227.36,28.93,54.43
2017-12-06,82.78,169.01,1152.35,176.06,196.01,104.93,141.06,82.28,238.67,54.66,109.42,233.01,28.64,54.02
2017-12-07,82.49,169.32,1159.79,180.14,196.34,104.62,140.01,82.55,240.3,54.69,106.78,241.38,28.78,54.22
2017-12-08,84.16,169.37,1162.0,179.0,196.44,105.93,140.59,82.66,238.13,54.64,114.46,238.43,29.05,54.67
2017-12-11,85.23,172.67,1168.92,179.04,196.7,105.62,141.14,83.03,239.3,54.94,111.9,233.66,28.94,54.54
2017-12-12,85.58,171.7,1165.08,176.96,199.07,106.85,142.6,82.76,236.58,55.7,113.6,234.37,29.32,54.97
2017-12-13,85.35,172.27,1164.13,178.3,197.4,105.51,142.89,83.12,239.11,55.06,113.54,235.63,28.84,54.38
2017-12-14,84.69,172.22,1174.26,178.39,196.66,104.66,141.65,82.9,238.08,54.73,113.09,233.8,28.73,54.02
2017-12-15,86.85,173.97,1179.14,180.18,197.78,106.14,142.46,83.03,238.0,55.5,115.76,233.55,29.04,54.2
2017-12-18,86.38,176.42,1190.58,180.82,199.34,106.96,141.8,82.94,238.42,56.4,116.09,235.47,29.48,54.42
2017-12-19,85.83,174.54,1187.38,179.51,197.91,106.51,141.78,82.44,238.39,56.8,115.72,235.05,29.45,54.2
2017-12-20,85.52,174.35,1177.62,177.89,197.79,106.14,141.16,82.87,236.92,57.02,118.35,233.65,29.48,53.95
2017-12-21,85.5,175.01,1174.76,177.45,198.89,107.83,141.06,83.85,234.78,56.93,118.24,218.76,29.82,54.36
2017-12-22,85.51,175.01,1168.36,177.2,197.92,107.45,140.12,83.97,234.73,56.93,118.78,223.12,29.88,54.0
2017-12-26,85.4,170.57,1176.76,175.99,197.57,107.02,140.09,83.98,235.45,57.0,119.22,223.54,29.78,53.81
2017-12-27,85.71,170.6,1182.26,177.62,198.69,107.22,140.57,83.9,236.2,57.47,119.8,226.45,29.73,53.84
2017-12-28,85.72,171.08,1186.1,177.92,199.56,107.79,140.56,84.02,235.72,57.46,120.26,226.48,29.8,54.12
2017-12-29,85.54,169.23,1169.47,176.46,198.22,106.94,139.72,83.64,235.37,57.07,119.59,222.19,29.52,53.86
2018-01-02,85.95,172.26,1189.01,181.42,197.22,107.95,139.23,85.03,235.64,58.79,124.05,224.62,29.9,53.82
2018-01-03,86.35,172.23,1204.2,184.67,199.79,108.06,140.56,86.7,235.63,58.92,124.95,231.2,29.8,54.15
2018-01-04,87.11,173.03,1209.59,184.33,200.69,109.04,140.55,86.82,238.71,58.82,122.69,233.3,30.19,54.69
2018-01-05,88.19,175.0,1229.14,186.85,201.42,108.34,141.71,86.75,240.57,58.99,122.8,241.07,30.33,54.83
2018-01-08,88.28,174.35,1246.87,188.28,202.74,108.5,141.89,87.14,239.79,58.82,119.7,248.9,30.12,55.06
2018-01-09,88.22,174.33,1252.7,187.87,203.02,109.05,144.14,86.77,241.28,58.92,121.8,251.44,30.27,55.56
2018-01-10,87.82,174.29,1254.33,187.84,205.61,110.25,143.97,86.08,241.14,58.83,121.46,248.31,30.55,57.3
2018-01-11,88.08,175.28,1276.68,187.77,206.69,110.84,144.79,86.93,242.31,58.95,122.48,252.91,30.66,57.83
2018-01-12,89.6,177.09,1305.2,179.37,210.16,112.67,145.76,87.52,244.47,58.84,122.71,258.43,31.19,58.42
2018-01-16,88.35,176.19,1304.86,178.39,210.29,112.27,146.86,86.97,244.74,58.44,124.48,263.88,31.24,57.54
2018-01-17,90.14,179.1,1295.0,177.6,214.16,112.99,146.98,88.0,248.11,58.99,122.12,272.25,31.18,57.89
2018-01-18,90.1,179.26,1293.32,179.8,213.19,113.26,146.92,87.43,245.91,59.07,120.35,270.7,31.48,55.35
2018-01-19,90.0,178.46,1294.58,181.29,213.25,113.01,147.36,87.15,248.18,59.31,121.05,269.46,31.72,56.61
2018-01-22,91.61,177.0,1327.31,185.37,215.97,114.33,148.14,88.25,247.3,59.57,123.67,267.1,31.94,57.72
2018-01-23,91.9,177.04,1362.54,189.35,215.56,114.21,141.83,88.3,246.31,59.23,125.59,272.16,31.92,57.72
2018-01-24,91.82,174.22,1357.51,186.55,215.61,115.67,142.07,88.53,247.69,61.72,125.01,272.28,32.09,57.77
2018-01-25,92.33,171.11,1377.95,187.48,215.1,115.7,144.4,88.37,252.36,63.22,124.95,273.56,32.09,56.85
2018-01-26,94.06,171.51,1402.05,190.0,217.19,116.32,145.33,89.0,258.63,63.42,128.09,283.97,32.2,57.78
2018-01-29,93.92,167.96,1417.68,185.98,215.46,116.2,143.68,88.01,256.01,63.31,126.79,276.77,32.28,57.52
2018-01-30,92.74,166.97,1437.82,187.12,214.41,115.11,142.43,86.78,251.54,62.44,122.36,270.08,31.88,56.7
2018-01-31,95.01,167.43,1450.89,186.89,214.38,115.67,138.19,87.3,250.5,62.16,119.32,262.0,32.0,56.7
2018-02-01,94.26,167.78,1390.0,193.09,217.25,116.87,140.02,89.07,247.94,62.18,118.09,255.57,32.5,57.5
2018-02-02,91.78,160.5,1429.95,190.28,209.12,114.28,137.68,84.53,245.17,61.69,116.15,257.38,31.95,56.33
2018-02-05,88.0,156.49,1390.0,181.26,196.8,108.8,130.39,79.72,231.44,58.73,112.72,242.4,30.26,54.38
2018-02-06,91.33,163.03,1442.84,185.31,201.24,112.11,131.83,78.35,233.63,58.86,114.91,241.45,31.2,55.49
2018-02-07,89.61,159.54,1416.78,180.18,200.37,112.87,131.42,76.94,233.19,58.67,117.15,234.33,31.25,55.34
2018-02-08,85.01,155.15,1350.5,171.58,191.42,107.88,126.36,76.07,222.89,56.27,108.47,220.71,29.74,53.29
2018-02-09,88.18,156.41,1339.6,176.11,196.02,110.04,129.53,75.78,225.21,57.17,108.6,229.37,30.33,54.08
2018-02-12,89.13,162.71,1386.23,176.41,198.89,111.74,130.27,76.42,229.19,57.41,115.43,233.13,31.12,54.61
2018-02-13,89.83,164.34,1414.51,173.15,197.99,112.43,129.96,76.3,231.36,57.64,113.97,233.73,31.18,54.81
2018-02-14,90.81,167.37,1451.05,179.52,200.54,115.03,129.67,76.46,232.0,58.28,123.2,246.34,32.0,55.98
2018-02-15,92.66,172.99,1461.76,179.96,203.9,115.51,131.23,76.21,234.87,59.5,122.71,252.77,32.21,56.16
2018-02-16,92.0,172.43,1448.69,177.36,203.79,114.68,133.15,76.54,236.67,60.17,120.47,251.5,31.97,56.25
2018-02-20,92.72,171.85,1468.35,176.01,203.05,114.71,130.87,75.75,235.07,59.12,118.85,255.45,31.93,56.42
2018-02-21,91.49,171.07,1482.92,177.91,201.02,115.19,129.91,74.89,232.18,58.99,117.1,252.14,31.87,56.45
2018-02-22,91.73,172.5,1485.34,178.99,200.73,114.98,129.91,75.86,236.0,58.99,114.59,259.68,31.69,55.9
2018-02-23,94.06,175.5,1500.0,183.29,202.76,117.31,132.02,77.53,237.02,59.71,118.93,265.07,32.03,56.9
2018-02-26,95.42,178.97,1521.95,184.93,210.62,118.77,132.07,78.84,244.14,60.53,121.33,266.58,32.42,58.18
2018-02-27,94.2,178.39,1511.98,181.46,209.66,117.36,131.67,77.5,240.78,60.55,118.34,263.87,32.33,57.99
2018-02-28,93.77,178.12,1512.45,178.32,207.2,115.5,129.88,75.74,235.51,60.33,117.45,262.52,32.1,57.03
2018-03-01,92.85,175.0,1493.45,175.94,201.53,113.43,127.28,75.2,231.34,58.79,115.11,245.55,31.48,55.51
2018-03-02,93.05,176.21,1500.25,176.62,201.34,113.32,128.82,75.55,230.37,59.46,117.92,253.71,31.63,55.37
2018-03-05,93.64,176.82,1523.61,180.4,203.24,115.06,129.79,76.27,232.81,60.37,119.5,255.49,32.13,56.41
2018-03-06,93.32,176.67,1537.64,179.78,204.55,115.16,128.22,76.18,233.66,60.88,118.13,255.97,32.11,56.87
2018-03-07,93.86,175.03,1545.0,183.71,204.3,114.73,129.04,74.26,235.57,61.29,118.38,262.9,32.18,56.9
2018-03-08,94.43,176.94,1551.86,182.34,205.29,114.74,132.06,74.12,236.34,61.87,120.01,268.18,32.2,55.69
2018-03-09,96.54,179.98,1578.89,185.23,212.94,118.04,133.8,74.56,241.35,63.6,125.68,271.74,32.72,57.23
2018-03-12,96.77,181.72,1598.39,184.76,211.82,117.66,132.63,75.24,239.8,63.62,127.08,275.61,32.84,56.44
2018-03-13,94.41,179.97,1588.18,181.88,209.13,116.25,134.35,74.53,237.57,63.2,121.08,269.71,32.36,55.96
2018-03-14,93.85,178.44,1591.0,184.19,206.99,114.95,132.32,73.6,234.29,62.86,122.68,272.48,32.14,54.87
2018-03-15,94.18,178.65,1582.32,183.86,207.82,115.24,133.06,74.42,235.87,62.59,126.83,272.87,32.1,54.85
2018-03-16,94.6,178.02,1571.68,185.09,206.96,115.44,133.68,75.12,237.22,63.18,126.75,270.41,32.17,55.0
2018-03-19,92.89,175.3,1544.93,172.56,203.99,114.53,130.24,74.15,231.56,62.26,122.03,265.39,31.98,54.34
2018-03-20,93.13,175.24,1586.51,168.15,204.75,114.64,131.21,73.99,232.45,62.65,120.22,270.4,31.98,54.43
2018-03-21,92.48,171.27,1581.86,169.39,204.83,114.74,131.19,75.04,234.14,62.42,117.89,270.14,31.87,54.61
2018-03-22,89.79,168.85,1544.92,164.89,197.63,109.95,127.38,73.5,223.17,60.93,114.23,260.13,30.55,52.02
2018-03-23,87.18,164.94,1495.56,159.39,192.46,107.01,125.1,72.89,215.36,59.5,110.79,250.92,29.17,50.73
2018-03-26,93.78,172.77,1555.86,160.06,199.34,110.31,127.39,74.0,220.24,61.07,111.55,261.52,30.44,52.14
2018-03-27,89.47,168.34,1497.05,152.22,196.15,108.17,127.21,73.7,215.87,60.28,108.33,248.3,29.52,50.72
2018-03-28,89.39,166.48,1431.42,153.03,196.67,108.0,127.45,72.81,216.54,59.23,110.61,244.42,29.39,50.61
2018-03-29,91.27,167.78,1447.34,159.79,199.48,109.97,128.15,74.61,219.52,59.92,111.46,251.13,29.99,51.53
2018-04-02,88.52,166.68,1371.99,155.39,195.0,107.85,124.56,73.22,212.62,58.21,108.64,242.69,29.31,50.15
2018-04-03,89.71,168.39,1392.05,156.11,197.96,109.33,128.35,75.02,216.33,59.0,107.48,243.62,29.59,50.99
2018-04-04,92.33,171.61,1410.57,155.1,200.11,110.99,130.41,74.87,217.56,59.46,111.51,248.93,29.88,51.48
2018-04-05,92.38,172.8,1451.75,159.34,200.85,111.88,130.71,76.02,218.67,59.86,109.31,255.35,30.32,51.73
2018-04-06,90.23,168.38,1405.23,157.2,195.49,109.09,128.1,74.87,212.25,57.57,109.24,245.23,29.63,50.35
2018-04-09,90.77,170.05,1406.08,157.93,195.33,110.4,129.48,74.87,212.81,58.22,110.63,249.06,29.87,50.52
2018-04-10,92.88,173.25,1436.22,165.04,197.8,112.51,130.25,77.07,216.98,59.14,113.46,258.27,30.48,51.38
2018-04-11,91.86,172.44,1427.05,166.32,195.22,110.62,129.63,77.43,214.33,58.45,110.79,257.02,29.9,50.95
2018-04-12,93.58,174.14,1448.5,163.87,198.13,113.37,130.43,77.22,216.42,58.83,111.29,263.76,30.65,52.01
2018-04-13,93.08,174.73,1430.79,164.52,197.0,110.3,130.62,77.84,215.52,58.49,111.38,261.72,29.8,51.57
2018-04-16,94.17,175.82,1441.5,164.83,198.22,110.21,131.76,78.54,217.7,59.27,109.48,265.5,29.93,51.99
2018-04-17,96.07,178.24,1503.83,168.66,199.27,110.21,130.54,78.33,220.09,59.8,113.28,272.65,30.04,52.19
2018-04-18,96.44,177.84,1527.84,166.36,199.51,109.32,127.72,79.22,219.52,59.52,112.96,277.05,29.53,52.26
2018-04-19,96.11,172.8,1556.91,168.1,200.38,111.72,127.55,79.42,218.85,59.88,111.74,252.78,30.18,55.24
2018-04-20,95.0,165.72,1527.49,166.28,200.13,111.47,126.66,79.0,217.75,59.19,107.78,247.07,30.26,55.42
2018-04-23,95.35,165.24,1517.86,165.84,199.42,110.93,126.83,79.57,215.88,58.84,107.83,247.2,30.32,55.73
2018-04-24,93.12,162.94,1460.09,159.69,196.8,110.41,126.19,78.35,201.13,58.31,106.51,239.66,30.19,55.39
2018-04-25,92.31,163.65,1460.17,159.69,196.8,109.99,126.76,79.5,198.84,58.65,106.04,245.63,30.14,55.4
2018-04-26,94.26,164.22,1517.96,174.16,197.03,110.1,128.01,80.86,197.09,59.5,121.42,259.89,30.07,55.44
2018-04-27,95.82,162.32,1572.62,173.59,197.23,109.4,128.27,77.79,196.12,59.56,121.37,257.9,30.15,55.32
2018-04-30,93.52,165.26,1566.13,172.0,193.73,108.78,126.49,77.75,194.39,58.13,117.63,249.85,29.92,54.51
2018-05-01,95.0,169.1,1582.26,173.86,195.11,108.78,126.01,76.95,195.02,58.82,118.62,251.34,29.95,54.19
2018-05-02,93.51,176.57,1569.68,176.07,193.31,107.92,123.5,76.8,194.5,57.85,114.24,249.47,29.58,53.99
2018-05-03,94.07,176.89,1572.075,174.02,191.61,107.24,123.03,76.54,195.68,57.93,113.86,255.14,29.2,53.85
2018-05-04,95.16,183.83,1580.95,176.61,195.64,108.43,124.19,76.9,199.36,58.74,116.81,258.97,29.3,54.49
2018-05-07,96.22,185.16,1600.14,177.97,197.06,109.37,123.59,77.74,200.26,59.32,118.41,265.03,29.64,55.59
2018-05-08,95.81,186.05,1592.39,178.92,196.24,110.99,122.61,78.09,201.74,58.71,114.95,265.46,29.93,56.08
2018-05-09,96.94,187.36,1608.0,182.66,199.87,113.41,123.51,79.93,203.42,59.4,116.77,268.0,30.72,56.86
2018-05-10,97.91,190.04,1609.08,185.53,201.2,114.29,125.35,81.72,205.03,60.56,116.13,277.73,30.89,57.27
2018-05-11,97.7,188.59,1602.91,186.99,199.3,113.86,127.24,81.28,205.16,61.26,119.66,286.49,30.92,57.18
2018-05-14,98.03,188.15,1601.54,186.64,199.18,113.9,126.06,81.83,205.76,62.02,122.85,286.42,31.12,57.3
2018-05-15,97.32,186.44,1576.12,184.32,197.36,113.03,125.13,81.79,202.41,60.54,121.55,283.77,31.22,56.89
2018-05-16,97.15,188.18,1587.28,183.2,197.83,113.34,125.35,82.02,200.21,60.77,121.0,287.96,31.06,57.06
2018-05-17,96.18,186.99,1581.76,183.76,197.49,112.96,123.85,81.88,200.36,61.06,121.15,292.72,30.81,57.28
2018-05-18,96.36,186.31,1574.37,182.68,196.06,111.13,124.24,81.3,198.96,61.71,121.07,298.0,30.26,56.96
2018-05-21,97.6,187.63,1585.46,184.49,197.91,112.15,123.72,82.28,201.76,62.11,119.37,302.46,30.55,57.72
2018-05-22,97.5,187.16,1581.4,183.8,198.13,113.01,122.91,81.64,198.97,61.39,119.01,297.86,30.89,57.59
2018-05-23,98.66,188.36,1601.86,186.9,195.95,112.49,123.45,82.15,198.67,61.84,118.13,308.2,30.44,57.45
2018-05-24,98.31,188.15,1603.07,185.93,194.83,111.23,122.25,80.27,199.41,62.51,117.14,317.04,30.21,57.24
2018-05-25,98.36,188.58,1610.15,184.92,194.15,110.66,121.47,78.71,199.03,62.37,117.74,318.54,30.16,57.0
2018-05-29,98.01,187.9,1612.87,185.74,189.87,105.93,119.4,78.42,195.74,61.3,115.73,326.18,28.96,55.19
2018-05-30,98.95,187.5,1624.89,187.67,194.1,108.35,120.97,81.5,198.68,62.07,116.48,331.45,29.49,55.4
2018-05-31,98.84,186.87,1629.62,191.78,191.53,107.01,119.62,81.24,197.23,61.53,116.13,331.95,29.04,54.75
2018-06-01,100.79,190.24,1641.54,193.99,192.23,108.4,121.26,81.83,199.59,62.41,119.01,333.09,29.4,55.35
2018-06-04,101.67,191.83,1665.27,193.28,191.3,108.45,121.95,80.97,201.06,63.02,119.78,343.2,29.4,55.77
2018-06-05,102.19,193.31,1696.35,192.94,190.77,107.84,121.48,80.68,201.2,63.03,119.28,346.08,29.12,55.59
2018-06-06,102.49,193.98,1695.75,191.34,193.99,110.36,122.79,82.06,203.86,63.54,120.61,346.37,30.04,56.57
2018-06-07,100.88,193.46,1689.3,188.18,195.57,110.8,123.33,82.88,205.07,63.18,118.61,339.32,30.09,57.65
2018-06-08,101.63,191.7,1683.99,189.1,196.01,111.11,124.06,83.6,206.59,63.27,118.33,346.67,30.01,57.56
2018-06-11,101.05,191.23,1689.12,191.54,195.33,110.83,122.66,83.1,205.12,63.13,116.7,348.44,30.06,57.7
2018-06-12,101.31,192.28,1698.75,192.4,195.27,110.19,122.54,82.42,204.92,62.92,117.58,354.25,29.9,57.67
2018-06-13,100.85,190.7,1704.86,192.41,194.55,109.97,122.63,81.51,204.89,62.63,118.2,363.49,29.84,57.32
2018-06-14,101.42,190.8,1723.86,196.81,192.5,108.03,122.41,81.89,203.63,62.96,120.16,366.27,29.5,56.8
2018-06-15,100.13,188.84,1715.97,195.85,191.76,107.9,122.61,80.66,204.97,62.91,121.52,362.66,29.28,56.93
2018-06-18,100.86,188.74,1723.79,198.31,191.11,108.18,121.32,80.82,204.17,62.82,118.67,370.1,29.4,57.24
2018-06-19,100.86,185.69,1734.78,197.49,190.35,107.55,122.57,80.7,199.39,62.34,121.91,365.24,29.26,57.34
2018-06-20,101.87,186.5,1750.08,202.0,189.5,107.54,122.04,80.45,198.08,62.14,124.52,364.7,29.24,57.37
2018-06-21,101.14,185.46,1730.22,201.5,188.86,107.51,121.45,79.69,195.52,61.75,125.81,359.6,29.29,57.15
2018-06-22,100.41,184.92,1715.67,201.74,188.91,105.75,122.84,81.38,196.5,61.94,127.57,353.27,28.99,56.75
2018-06-25,98.39,182.17,1663.15,196.35,186.73,104.79,122.59,79.74,195.8,60.77,124.83,346.3,28.48,55.67
2018-06-26,99.08,184.43,1691.09,199.0,186.44,104.86,122.35,80.64,196.58,60.81,122.43,352.42,28.54,55.18
2018-06-27,97.54,184.16,1660.51,195.84,184.91,103.24,121.61,81.71,194.92,60.49,121.84,342.78,28.24,54.2
2018-06-28,98.63,185.5,1701.45,196.23,187.09,104.93,122.0,81.97,195.97,61.27,121.66,343.8,28.67,54.3
2018-06-29,98.61,185.11,1699.8,194.32,186.65,104.2,121.34,82.73,196.72,60.99,124.15,342.14,28.19,53.93
2018-07-02,100.01,187.18,1713.78,197.36,187.83,105.08,121.58,81.76,195.52,61.0,125.0,340.28,28.28,54.09
2018-07-03,99.05,183.92,1693.96,192.73,186.02,103.61,122.71,82.24,195.83,60.81,125.76,338.68,27.78,53.19
2018-07-05,99.76,185.4,1699.73,198.45,187.5,103.72,125.0,82.31,197.34,61.33,128.08,341.38,27.92,53.2
2018-07-06,101.16,187.97,1710.63,203.23,187.56,104.06,125.75,82.33,197.46,62.16,132.2,347.47,28.03,53.2
2018-07-09,101.85,190.58,1739.02,204.74,189.64,107.28,126.05,82.9,200.53,62.44,131.58,348.97,29.05,54.11
2018-07-10,102.12,190.35,1743.07,203.54,189.9,106.62,127.38,83.66,201.48,62.81,131.91,351.45,28.83,54.03
2018-07-11,101.98,187.88,1755.0,202.54,189.91,106.39,126.24,82.59,197.68,62.57,131.12,348.87,28.68,53.39
2018-07-12,104.19,191.03,1796.62,206.92,189.96,106.85,127.76,82.69,199.32,62.74,134.29,362.82,28.77,53.5
2018-07-13,105.43,191.33,1813.03,207.32,190.96,106.36,125.93,83.31,201.18,63.06,135.87,363.45,28.55,53.03
2018-07-16,104.91,190.91,1822.49,207.23,192.0,110.58,124.69,82.49,201.11,61.78,134.58,362.28,29.78,53.7
2018-07-17,105.95,191.45,1843.93,209.99,190.41,110.5,129.11,82.31,202.07,62.8,136.4,370.53,30.01,54.05
2018-07-18,105.12,190.4,1842.92,209.36,200.44,111.53,127.8,82.22,202.2,64.75,135.65,372.31,30.13,55.64
2018-07-19,104.4,191.88,1812.97,208.09,197.49,109.89,125.94,82.01,201.6,63.78,135.09,370.32,29.67,52.73
2018-07-20,106.27,191.44,1813.7,209.94,196.78,111.28,125.85,81.4,201.95,63.32,135.16,375.38,30.13,52.46
2018-07-23,107.97,191.61,1802.0,210.91,197.85,113.35,126.63,81.4,198.84,63.2,134.58,377.5,30.75,53.25
2018-07-24,107.66,193.0,1829.24,214.67,198.46,114.15,129.36,83.01,200.68,64.4,135.3,372.59,30.83,54.19
2018-07-25,110.83,194.82,1863.61,217.5,197.61,115.18,128.62,83.59,204.38,65.23,137.18,381.77,31.07,53.3
2018-07-26,109.62,194.21,1808.0,176.26,197.46,114.85,130.28,84.24,207.96,65.66,136.51,363.02,30.94,53.4
2018-07-27,107.68,190.98,1817.27,174.89,197.95,116.03,131.55,81.92,207.42,65.26,131.83,353.77,31.06,53.41
2018-07-30,105.37,189.91,1779.22,171.06,199.09,116.73,132.17,81.74,205.12,65.17,131.51,348.58,31.31,53.46
2018-07-31,106.08,190.29,1777.44,172.58,197.87,114.95,132.52,81.51,212.32,65.54,132.96,356.65,30.88,53.47
2018-08-01,106.28,201.5,1797.17,171.65,197.85,115.66,132.64,80.39,207.05,64.78,132.99,353.7,31.25,53.28
2018-08-02,107.57,207.39,1834.33,176.37,198.06,116.15,131.25,79.91,205.53,64.58,126.01,367.92,31.28,52.63
2018-08-03,108.04,207.99,1823.29,177.78,200.24,117.09,131.95,80.2,207.29,65.23,123.67,363.51,31.51,52.77
2018-08-06,108.13,209.07,1847.75,185.69,206.06,117.12,132.02,80.18,206.7,65.24,123.36,369.55,31.52,53.03
2018-08-07,108.88,207.11,1862.48,183.81,208.72,117.55,131.46,81.27,208.57,64.74,122.4,365.58,31.51,52.94
2018-08-08,109.49,207.25,1886.52,185.18,208.94,117.79,131.17,80.73,207.14,64.84,120.34,366.21,31.8,53.14
2018-08-09,109.67,208.88,1898.52,183.09,209.1,116.88,131.2,80.32,204.78,64.64,120.14,366.87,31.6,52.29
2018-08-10,109.0,207.53,1886.3,180.26,206.63,115.73,130.75,79.42,201.96,64.03,118.88,364.53,31.19,51.02
2018-08-13,108.21,208.87,1896.2,180.05,205.17,113.89,130.22,78.56,199.84,63.43,118.37,362.28,30.48,50.14
2018-08-14,109.56,209.75,1919.65,181.11,205.83,114.65,129.5,78.31,200.52,63.63,119.68,368.66,30.79,50.97
2018-08-15,107.66,210.24,1882.62,179.53,204.5,113.7,130.43,76.94,201.39,63.47,115.32,350.45,30.36,50.96
2018-08-16,107.64,213.32,1886.52,174.7,207.56,114.77,132.48,78.0,203.15,64.16,117.28,351.2,30.72,51.52
2018-08-17,107.58,217.58,1882.22,173.8,208.14,114.77,134.47,78.26,204.77,64.72,116.0,357.3,30.74,51.69
2018-08-20,106.87,215.46,1876.71,172.5,208.46,114.62,136.88,78.81,204.6,64.64,116.17,352.28,30.87,51.94
2018-08-21,105.98,215.04,1883.42,172.62,208.49,115.32,135.35,78.83,205.69,64.75,116.99,355.89,31.02,52.54
2018-08-22,107.06,215.05,1904.9,173.64,207.33,114.97,134.61,79.96,204.26,65.67,117.7,361.36,30.98,52.5
2018-08-23,107.56,215.49,1902.9,172.9,207.24,114.73,135.11,79.08,202.75,65.83,116.8,363.59,30.84,52.33
2018-08-24,108.4,216.16,1905.39,174.645,207.98,114.68,135.95,79.62,205.29,66.1,117.5,367.6,30.89,52.56
2018-08-27,109.6,217.94,1927.68,177.46,210.51,116.71,134.92,80.4,208.33,66.84,119.97,381.87,31.31,52.98
2018-08-28,110.26,219.7,1932.82,176.26,210.77,116.14,134.32,80.28,209.43,66.79,120.3,382.25,31.27,52.89
2018-08-29,112.02,222.98,1998.1,175.9,211.27,115.76,134.86,80.86,210.46,67.13,122.81,385.43,31.14,52.5
2018-08-30,111.95,225.03,2002.38,177.64,209.75,115.19,134.95,80.51,210.22,67.02,122.8,387.05,31.01,52.23
2018-08-31,112.33,227.63,2012.71,175.73,208.72,114.58,134.69,80.17,210.92,66.84,122.24,386.49,30.93,52.15
2018-09-04,111.71,228.36,2039.51,171.16,210.05,115.15,133.72,80.29,208.6,67.11,119.2,385.33,31.14,52.4
2018-09-05,108.49,226.87,1994.82,167.18,212.26,114.59,135.86,81.36,211.83,66.0,120.33,372.91,31.18,52.25
2018-09-06,108.74,223.1,1958.31,162.53,212.88,114.1,136.87,80.46,212.74,65.83,117.41,370.82,30.85,52.19
2018-09-07,108.21,221.3,1952.07,163.04,214.04,114.32,137.32,81.83,212.57,66.21,117.27,368.64,30.86,52.18
2018-09-10,109.38,218.33,1939.01,164.18,215.11,113.71,137.21,81.71,212.93,66.55,117.81,374.78,30.82,52.03
2018-09-11,111.24,223.85,1987.15,165.94,215.1,114.43,138.51,82.86,211.78,66.6,117.52,382.8,30.85,52.24
2018-09-12,111.71,221.07,1990.0,162.0,214.59,113.08,139.36,83.13,206.71,66.97,118.21,381.83,30.43,52.01
2018-09-13,112.91,226.41,1989.87,161.36,214.89,113.52,139.89,82.32,209.05,68.5,119.05,379.64,30.14,51.22
2018-09-14,113.37,223.84,1970.19,162.32,216.37,113.5,139.49,82.92,207.88,68.42,118.2,390.16,30.37,51.65
2018-09-17,112.14,217.88,1908.03,160.58,216.29,113.84,139.96,83.41,209.53,67.67,117.81,378.37,30.28,51.22
2018-09-18,113.21,218.24,1941.05,160.3,218.3,114.3,140.54,83.63,211.53,68.41,120.82,385.96,30.21,51.45
2018-09-19,111.7,218.37,1926.42,163.06,220.95,117.62,140.46,84.63,213.12,68.5,121.97,379.94,31.0,52.43
2018-09-20,113.57,220.03,1944.3,166.02,221.68,118.63,141.98,84.82,215.27,68.79,124.61,379.84,31.19,53.33
2018-09-21,114.26,217.66,1915.01,162.93,220.52,117.85,142.88,85.17,216.33,69.05,121.99,380.84,31.03,53.39
2018-09-24,114.67,220.79,1934.36,165.41,218.13,116.72,140.47,86.6,213.51,71.44,128.51,388.96,30.74,52.37
2018-09-25,114.45,222.19,1974.55,164.91,218.05,116.39,138.64,86.5,210.64,72.2,128.99,392.98,30.67,52.31
2018-09-26,113.98,220.42,1974.85,166.95,216.11,115.02,138.16,85.78,211.07,72.84,135.61,389.23,30.13,51.92
2018-09-27,114.41,224.95,2012.98,168.84,216.7,114.52,138.22,85.77,210.11,73.02,138.27,389.97,29.94,51.54
2018-09-28,114.37,225.74,2003.0,164.46,214.11,112.84,138.17,85.02,210.71,73.36,139.01,391.22,29.46,50.99
2018-10-01,115.61,227.26,2004.36,162.44,214.78,113.5,139.69,85.81,212.19,74.12,137.12,391.52,29.65,51.9
2018-10-02,115.15,229.28,1971.31,159.33,215.29,113.97,140.48,86.46,215.71,73.81,135.88,376.17,29.58,51.75
