Date,MSFT,AAPL,AMZN,FB,BRK.B,JPM,JNJ,XOM,MMM,ABT,ALXN,ALGN,BAC,BK
2014-04-01,41.42,541.65,342.99,62.62,124.88,60.67,97.94,97.73,136.53,38.47,155.345,53.59,17.34,35.41
2014-04-02,41.35,542.55,341.96,62.72,124.47,60.48,98.23,97.95,136.0,38.58,154.51,54.24,17.23,35.27
2014-04-03,41.01,538.79,333.62,59.49,124.31,60.66,98.26,97.93,136.14,38.65,151.46,53.59,17.15,35.39
2014-04-04,39.87,531.82,323.0,56.749,123.9,59.81,98.42,97.36,135.86,38.63,142.5,54.81,16.72,34.6
2014-04-07,39.8,523.47,317.76,56.95,123.12,59.0,97.89,96.78,134.4,38.17,145.66,52.938,16.38,33.82
2014-04-08,39.82,523.44,327.07,58.19,123.13,58.85,98.06,97.45,134.84,37.62,147.66,52.35,16.44,33.88
2014-04-09,40.47,530.32,331.805,62.41,124.01,59.27,98.95,97.33,135.84,37.63,155.86,54.16,16.62,33.97
2014-04-10,39.36,523.48,317.11,59.16,122.27,57.4,96.54,96.78,133.97,37.26,144.19,50.61,16.12,33.33
2014-04-11,39.209,519.61,311.73,58.53,121.7,55.3,96.87,96.72,132.39,37.02,139.61,49.39,15.77,33.12
2014-04-14,39.18,521.68,315.91,58.89,122.29,54.96,97.14,97.86,133.15,37.74,141.97,49.15,16.0,33.23
2014-04-15,39.75,517.96,316.08,59.09,123.77,54.8,99.2,98.68,134.09,37.97,145.42,51.05,16.39,33.25
2014-04-16,40.4,519.01,323.68,59.72,126.0,55.26,98.75,99.94,136.77,38.38,149.05,51.68,16.13,33.42
2014-04-17,40.01,524.94,324.91,58.94,127.18,55.22,98.96,100.42,137.73,38.93,149.8,53.4,16.15,33.76
2014-04-21,39.94,531.17,330.87,61.24,126.5,55.03,100.0,100.93,138.62,38.71,152.19,52.25,16.09,33.71
2014-04-22,39.99,531.699,329.32,63.03,127.15,55.81,100.18,100.37,138.89,38.6,156.1,52.06,16.29,33.75
2014-04-23,39.69,524.75,324.58,61.36,127.2,56.05,100.22,100.5,137.99,38.6,152.23,52.45,16.37,34.21
2014-04-24,39.86,567.77,337.15,60.87,126.95,56.19,99.96,100.01,136.65,38.43,156.01,50.798,16.34,33.62
2014-04-25,39.91,571.94,303.83,57.71,127.26,55.7,99.79,100.41,136.56,38.03,153.19,50.0,15.95,33.6
2014-04-28,40.87,594.09,296.58,56.14,127.7,55.49,101.34,101.17,137.23,38.37,151.64,49.17,14.95,33.36
2014-04-29,40.51,592.33,300.38,58.15,128.49,56.1,101.03,101.45,137.55,38.54,157.32,50.06,15.24,33.82
2014-04-30,40.4,590.09,304.13,59.78,128.85,55.98,101.29,102.41,139.09,38.74,158.2,50.39,15.14,33.87
2014-05-01,40.0,591.48,307.89,61.15,129.06,55.72,100.53,101.41,140.81,38.67,159.8,51.0,15.09,33.95
2014-05-02,39.69,592.58,308.01,60.46,128.09,55.58,99.31,102.01,140.12,38.56,155.12,50.43,15.25,34.43
2014-05-05,39.43,600.96,310.05,61.22,126.61,54.22,100.0,102.91,140.61,38.84,159.7,50.33,15.08,34.3
2014-05-06,39.06,594.41,297.38,58.53,124.67,53.34,99.51,102.67,139.29,38.58,155.66,49.03,14.73,33.6
2014-05-07,39.425,592.33,292.71,57.39,127.45,54.05,100.91,103.11,141.14,38.69,153.68,48.19,14.8,34.3
2014-05-08,39.64,587.99,288.32,56.76,126.67,54.36,100.5,102.32,140.83,38.73,151.05,48.04,14.93,34.47
2014-05-09,39.54,585.543,292.24,57.24,127.34,54.01,100.91,101.95,141.34,38.99,152.87,49.45,14.74,34.1
2014-05-12,39.97,592.83,302.86,59.83,127.29,54.65,100.52,102.23,142.82,39.27,161.1,51.3,15.07,34.78
2014-05-13,40.42,593.76,304.64,59.83,127.89,54.62,101.02,102.36,142.43,39.66,161.5,51.01,15.03,34.86
2014-05-14,40.24,593.87,297.62,59.23,127.53,54.36,100.87,102.29,141.6,39.93,159.72,50.09,14.84,34.18
2014-05-15,39.6,588.82,295.19,57.919,126.36,53.51,100.69,100.78,140.98,39.24,157.71,49.69,14.55,33.65
2014-05-16,39.83,597.51,297.7,58.02,126.86,53.31,100.58,100.74,141.13,39.06,157.93,50.35,14.51,34.03
2014-05-19,39.75,604.59,296.755,59.21,127.13,53.83,100.64,100.87,141.67,39.63,158.42,50.79,14.67,34.1
2014-05-20,39.68,604.71,301.19,58.56,126.06,53.72,100.25,100.67,140.23,39.54,155.85,50.04,14.53,34.08
2014-05-21,40.35,606.31,305.01,60.49,126.66,54.12,101.14,102.03,140.66,39.56,156.6,52.71,14.61,34.33
2014-05-22,40.1,607.27,304.91,60.52,126.98,54.55,100.96,101.5,140.31,39.65,160.48,52.72,14.71,34.57
2014-05-23,40.12,614.13,312.24,61.351,126.8,54.53,100.98,101.32,141.14,39.6,162.3,54.13,14.72,34.59
2014-05-27,40.19,625.63,310.82,63.48,127.52,55.14,100.81,101.36,141.44,39.58,168.2,53.69,15.22,34.65
2014-05-28,40.01,624.01,310.16,63.51,127.46,55.45,100.3,101.06,141.43,39.67,167.65,53.18,15.14,34.37
2014-05-29,40.34,635.38,313.78,63.83,128.11,55.72,100.76,101.27,142.39,39.6,167.52,55.12,15.15,34.58
2014-05-30,40.94,633.0,312.55,63.3,128.34,55.57,101.46,100.53,142.55,40.01,166.32,54.61,15.14,34.56
2014-06-02,40.79,628.65,308.84,63.08,127.88,55.35,102.17,99.94,142.32,39.8,167.05,55.01,15.26,34.65
2014-06-03,40.29,637.54,307.19,62.87,126.93,55.6,102.46,100.39,142.89,39.82,168.22,53.89,15.21,34.58
2014-06-04,40.32,644.82,306.78,63.34,127.23,55.68,102.68,100.04,142.26,39.75,169.59,53.37,15.21,34.62
2014-06-05,41.21,647.35,323.57,63.186,128.2,56.63,103.22,100.55,143.71,40.15,169.5,53.56,15.43,34.95
2014-06-06,41.48,645.57,329.67,62.5,128.65,56.97,103.18,101.6,144.64,40.05,170.2,53.37,15.59,35.19
2014-06-09,41.27,93.7,327.5,62.88,127.99,57.42,103.22,101.52,145.32,40.13,167.81,53.15,15.84,35.44
2014-06-10,41.11,94.25,332.41,65.77,128.25,57.9,104.1,101.46,144.97,40.53,166.9,52.47,15.92,35.48
2014-06-11,40.86,93.86,335.2,65.781,128.22,57.27,103.32,101.95,144.41,40.0,167.46,51.6,15.59,35.38
2014-06-12,40.58,92.29,325.91,64.29,127.28,57.04,102.53,101.66,143.07,39.81,165.97,50.81,15.42,35.31
2014-06-13,41.23,91.28,326.27,64.5,126.54,57.04,102.53,102.65,143.36,39.79,163.73,50.78,15.44,35.36
2014-06-16,41.5,92.2,327.62,64.19,126.15,56.87,102.45,102.92,143.32,39.9,162.82,50.95,15.28,34.86
2014-06-17,41.68,92.08,325.62,64.4,126.03,57.42,101.93,102.42,143.69,39.86,160.15,51.055,15.59,35.61
2014-06-18,41.65,92.18,334.38,65.6,127.17,57.78,102.81,102.73,144.33,40.37,160.43,51.83,15.65,35.91
2014-06-19,41.51,91.86,327.0,64.341,127.25,57.3,103.81,102.63,144.49,41.0,159.69,52.16,15.55,35.66
2014-06-20,41.68,90.91,324.2,64.5,126.74,57.55,105.27,103.83,145.16,40.85,165.46,52.39,15.45,36.01
2014-06-23,41.99,90.83,327.24,65.37,126.67,58.19,104.75,104.38,144.09,40.73,161.66,52.51,15.64,36.11
2014-06-24,41.745,90.28,324.16,65.72,126.78,57.42,104.59,102.73,143.09,40.45,158.785,52.74,15.49,35.97
2014-06-25,42.03,90.36,327.44,67.44,127.13,57.53,105.76,102.14,143.65,40.7,159.13,54.05,15.47,36.24
2014-06-26,41.72,90.9,325.69,67.13,127.1,57.39,105.65,102.03,143.73,40.62,160.14,55.13,15.41,35.86
2014-06-27,42.25,91.98,324.57,67.6,127.32,57.53,104.99,101.21,143.69,40.54,157.6,56.32,15.33,36.23
2014-06-30,41.7,92.93,324.78,67.29,126.56,57.62,104.62,100.68,143.24,40.9,156.25,56.04,15.37,37.48
2014-07-01,41.87,93.52,332.39,68.06,127.24,57.57,105.87,101.36,144.56,41.18,162.79,57.36,15.6,37.9
2014-07-02,41.9,93.48,332.85,66.45,127.73,56.97,105.86,101.57,145.23,41.79,164.22,56.79,15.85,37.61
2014-07-03,41.8,94.03,337.492,66.29,129.3,57.05,105.42,102.59,145.41,41.89,164.21,57.14,16.03,37.93
2014-07-07,41.99,95.968,333.55,65.29,128.7,56.67,106.47,102.65,144.91,41.51,160.66,56.12,15.94,37.72
2014-07-08,41.78,95.35,323.81,62.76,128.22,55.76,105.72,102.83,144.56,41.05,159.08,55.11,15.58,37.6
2014-07-09,41.67,95.39,329.97,64.97,128.75,56.02,106.04,103.55,144.68,41.27,164.52,55.06,15.6,37.63
2014-07-10,41.685,95.035,327.92,64.873,128.45,55.56,105.8,102.57,143.89,41.24,162.89,54.46,15.44,37.72
2014-07-11,42.09,95.22,346.2,66.34,128.63,55.8,105.1,101.74,144.31,41.3,163.21,54.09,15.38,37.61
2014-07-14,42.14,96.45,355.32,67.9,128.98,56.29,105.38,102.68,145.0,41.82,163.76,54.31,15.57,37.64
2014-07-15,42.45,95.32,354.44,67.165,128.49,58.27,103.28,102.39,145.06,41.17,160.32,53.91,15.81,38.24
2014-07-16,44.08,94.78,355.9,67.66,128.11,58.71,102.22,103.77,146.17,41.05,158.77,53.92,15.51,38.11
2014-07-17,44.53,93.09,352.454,66.41,126.52,57.86,100.37,102.31,143.54,41.9,155.06,52.26,15.2,38.0
2014-07-18,44.69,94.43,358.66,68.42,128.28,58.23,101.8,102.73,144.83,42.73,161.25,52.57,15.49,38.43
2014-07-21,44.835,93.939,359.76,69.4,128.58,58.24,101.27,103.08,144.3,42.96,163.37,51.62,15.52,38.44
2014-07-22,44.83,94.72,360.84,69.27,128.42,58.67,102.47,103.54,145.12,43.09,167.97,52.62,15.52,39.06
2014-07-23,44.87,97.19,358.14,71.29,128.13,59.0,102.19,104.25,144.68,42.97,173.08,53.12,15.52,39.13
2014-07-24,44.4,97.03,358.61,74.98,128.35,59.17,102.2,104.28,145.13,42.89,167.48,53.23,15.62,39.77
2014-07-25,44.5,97.671,324.01,75.19,127.55,59.01,102.11,103.18,145.12,43.04,167.04,56.36,15.59,39.43
2014-07-28,43.97,99.02,320.41,74.92,128.37,59.19,102.11,104.37,145.53,42.93,162.74,54.72,15.5,39.48
2014-07-29,43.885,98.38,320.0,73.71,127.36,58.64,101.96,103.55,144.02,42.75,163.78,54.72,15.34,39.22
2014-07-30,43.578,98.15,322.51,74.677,127.74,58.91,102.3,103.25,143.74,42.86,163.68,55.54,15.58,39.82
2014-07-31,43.16,95.6,312.99,72.65,125.43,57.67,100.09,98.94,140.89,42.12,158.99,54.21,15.25,39.04
2014-08-01,42.86,96.13,307.06,72.36,125.83,56.48,99.9,98.8,140.11,42.03,159.12,53.42,14.98,38.73
2014-08-04,43.37,95.59,313.65,73.51,129.72,56.65,100.16,100.13,140.75,42.39,158.87,53.96,15.05,39.2
2014-08-05,43.08,95.12,312.32,72.69,127.99,56.06,99.82,98.2,139.78,41.78,156.46,54.14,15.0,38.95
2014-08-06,42.74,94.96,313.89,72.47,129.11,56.23,100.71,98.98,139.55,41.77,158.71,54.26,15.2,39.33
2014-08-07,43.23,94.48,311.45,73.17,128.95,55.91,99.93,98.27,139.13,41.53,155.96,53.54,15.12,38.42
2014-08-08,43.2,94.74,316.8,73.06,130.9,56.34,101.08,99.74,140.85,41.69,159.11,54.11,15.2,38.5
2014-08-11,43.2,95.99,318.33,73.44,131.95,56.32,101.16,98.73,140.58,42.05,161.78,54.27,15.22,38.44
2014-08-12,43.52,95.97,319.32,72.83,133.06,56.35,100.63,98.49,140.88,41.57,160.62,53.76,15.21,38.42
2014-08-13,44.08,97.24,326.28,73.77,133.08,56.72,101.74,99.09,141.8,42.16,164.01,54.75,15.25,38.45
2014-08-14,44.27,97.5,333.21,74.296,135.3,56.98,102.02,99.09,142.34,42.33,168.9,54.71,15.32,38.29
2014-08-15,44.79,97.98,333.63,73.63,134.34,56.75,101.17,99.03,141.92,42.06,171.3,54.35,15.22,38.24
2014-08-18,45.11,99.16,334.53,74.59,135.03,57.23,102.7,99.52,144.12,42.23,170.24,54.95,15.45,38.57
2014-08-19,45.33,100.53,335.13,75.29,134.9,57.56,102.96,99.49,144.25,42.54,169.76,55.14,15.45,38.59
2014-08-20,44.95,100.57,335.78,74.81,134.91,57.64,103.21,99.7,144.6,42.14,168.74,55.09,15.52,38.78
2014-08-21,45.22,100.58,332.91,74.57,136.81,58.5,104.19,99.28,144.5,42.32,166.47,54.485,16.16,39.14
2014-08-22,45.15,101.32,331.59,74.57,135.75,58.49,103.1,98.5,144.13,42.11,168.22,54.29,16.13,39.12
2014-08-25,45.17,101.54,334.02,75.02,136.23,59.34,103.23,98.75,144.7,42.49,170.56,55.22,16.29,39.47
2014-08-26,45.005,100.889,341.83,75.96,136.25,59.74,103.44,99.64,144.6,42.8,172.27,56.61,16.33,39.33
2014-08-27,44.87,102.13,343.18,74.63,136.52,59.59,103.22,99.53,143.94,42.6,169.17,55.5,16.2,39.17
2014-08-28,44.88,102.25,340.02,73.855,136.11,59.16,102.95,99.57,143.98,42.35,168.31,54.79,16.01,39.0
2014-08-29,45.43,102.5,339.04,74.82,137.25,59.45,103.73,99.46,144.0,42.24,169.29,54.46,16.09,39.18
2014-09-02,45.09,103.3,342.38,76.68,137.96,59.67,103.36,98.49,144.22,42.23,169.14,55.53,16.27,39.65
2014-09-03,44.96,98.94,339.0,75.83,137.73,59.7,103.76,99.11,143.82,42.76,169.96,55.29,16.1,39.52
2014-09-04,45.26,98.12,345.95,75.95,137.95,59.71,103.84,98.36,143.61,42.9,165.64,55.305,16.11,39.47
2014-09-05,45.91,98.97,346.38,77.26,138.07,59.91,104.42,99.26,144.2,42.95,165.3,55.31,16.02,39.47
2014-09-08,46.47,98.36,342.34,77.89,138.28,59.89,104.05,97.77,144.89,42.81,164.16,55.58,16.35,39.44
2014-09-09,46.76,97.99,329.75,76.67,136.89,59.06,103.8,97.39,144.46,42.83,161.37,54.9,16.14,38.79
2014-09-10,46.84,101.0,331.33,77.43,137.72,59.22,104.99,96.81,144.64,42.9,165.65,55.32,16.36,39.13
2014-09-11,47.0,101.43,330.52,77.92,137.92,59.76,104.55,97.03,144.35,42.56,166.95,55.55,16.57,39.37
2014-09-12,46.695,101.66,331.19,77.48,137.09,60.03,104.58,95.78,143.94,42.55,162.72,54.9,16.79,39.9
2014-09-15,46.24,101.63,323.89,74.58,138.04,59.94,104.72,96.29,144.48,42.72,160.42,53.78,16.74,39.92
2014-09-16,46.76,100.86,327.76,76.08,138.69,59.99,105.88,97.43,144.85,42.9,163.41,54.17,16.71,40.17
2014-09-17,46.52,101.58,324.0,76.43,139.61,60.31,106.19,97.08,145.37,43.38,161.53,53.895,16.77,40.26
2014-09-18,46.68,101.79,325.0,77.0,141.28,61.32,107.35,96.61,146.84,43.69,161.56,54.37,17.04,40.25
2014-09-19,47.52,100.96,331.32,77.91,140.56,61.11,107.99,97.12,146.69,43.59,161.44,54.88,16.95,39.68
2014-09-22,47.06,101.06,324.5,76.8,139.26,60.91,107.88,96.54,145.71,43.4,159.59,53.935,17.03,39.34
2014-09-23,46.56,102.64,323.63,78.29,138.78,60.94,107.46,96.03,144.37,42.5,158.67,52.93,17.05,38.96
2014-09-24,47.08,101.75,328.21,78.535,139.95,61.63,108.64,95.82,144.88,42.63,168.7,53.8,17.18,39.22
2014-09-25,46.04,97.87,321.93,77.22,137.09,60.15,107.1,94.25,142.48,42.0,165.86,52.83,16.85,38.65
2014-09-26,46.41,100.75,323.21,78.79,138.68,60.56,107.1,95.43,142.42,42.01,167.65,53.185,17.03,38.94
2014-09-29,46.44,100.11,321.82,79.0,138.33,60.33,106.54,94.43,142.19,41.9,167.95,53.12,17.01,38.61
2014-09-30,46.36,100.75,322.44,79.04,138.14,60.24,106.59,94.05,141.68,41.59,165.82,51.68,17.05,38.73
2014-10-01,45.9,99.18,317.46,76.55,136.62,59.77,104.3,92.86,139.18,41.18,167.2,50.07,16.82,38.22
2014-10-02,45.76,99.9,318.41,77.08,137.64,58.84,103.85,93.3,138.67,41.21,167.86,48.8,16.88,38.21
2014-10-03,46.09,99.62,322.74,77.44,139.5,60.3,105.13,93.92,140.17,41.79,177.98,48.49,17.29,38.7
2014-10-06,46.09,99.62,322.2,77.555,139.16,60.18,104.86,94.52,140.34,42.36,173.66,47.86,17.29,38.78
2014-10-07,45.53,98.75,316.98,76.29,136.72,59.27,102.39,93.37,137.68,41.46,167.96,47.025,16.88,37.88
2014-10-08,46.78,100.8,322.7,77.52,139.94,60.4,104.91,94.61,141.41,42.14,176.42,47.79,17.12,38.56
2014-10-09,45.85,101.02,315.37,75.91,137.09,59.08,102.08,91.82,138.64,41.63,170.3,46.63,16.59,37.31
2014-10-10,44.03,100.73,311.39,72.91,136.76,58.52,101.23,91.6,133.83,41.54,167.8,45.215,16.48,36.89
2014-10-13,43.65,99.81,306.45,72.99,136.38,58.16,99.12,90.84,132.9,40.92,162.77,44.955,16.4,36.35
2014-10-14,43.73,98.75,308.31,73.59,137.39,57.99,97.01,90.55,134.18,41.06,159.46,44.37,16.52,36.55
2014-10-15,43.22,97.54,305.97,73.21,135.64,55.53,98.21,90.22,134.22,40.01,160.73,44.56,15.76,35.95
2014-10-16,42.74,96.26,302.86,72.63,134.7,55.08,96.78,90.6,135.05,39.99,163.25,45.16,16.08,36.16
2014-10-17,43.63,97.67,303.64,75.95,137.09,56.2,98.7,91.21,137.4,40.86,164.75,45.38,16.21,36.36
2014-10-20,44.08,99.76,306.21,76.95,137.23,56.63,99.2,91.77,137.6,41.46,168.2,47.59,16.26,36.36
2014-10-21,44.88,102.47,315.33,78.69,138.97,57.93,100.36,93.65,140.93,42.39,174.475,48.8,16.6,36.8
2014-10-22,44.38,102.99,312.97,78.37,137.65,57.45,101.22,93.13,138.95,41.59,173.27,47.98,16.4,36.38
2014-10-23,45.02,104.83,313.18,80.04,138.68,58.06,102.63,94.11,145.05,42.43,185.92,49.04,16.6,36.48
2014-10-24,46.13,105.22,287.06,80.67,139.4,58.74,103.13,94.49,148.59,42.46,190.29,51.5,16.72,37.12
2014-10-27,45.91,105.11,289.97,80.28,139.53,58.64,104.07,93.71,149.56,42.24,190.55,51.32,16.59,37.4
2014-10-28,46.49,106.74,295.59,80.77,140.46,59.63,104.79,95.1,151.06,42.5,192.2,52.21,16.8,37.12
2014-10-29,46.62,107.34,294.12,75.86,139.99,59.29,105.56,94.59,151.01,42.74,190.49,52.18,16.99,37.7
2014-10-30,46.05,106.98,299.07,74.11,139.54,59.39,107.04,94.45,152.1,43.49,192.93,51.95,17.03,37.97
2014-10-31,46.95,108.0,305.46,74.99,140.16,60.48,107.78,96.71,153.77,43.59,191.36,52.62,17.16,38.72
2014-11-03,47.44,109.4,305.72,73.88,140.81,60.88,107.46,95.26,153.3,43.29,191.04,51.81,17.27,38.47
2014-11-04,47.57,108.6,302.81,75.76,142.18,60.25,108.62,94.52,155.05,43.61,191.3,52.23,17.21,38.7
2014-11-05,47.86,108.86,296.52,74.83,142.92,61.15,108.82,95.07,155.69,43.66,189.89,51.84,17.34,38.67
2014-11-06,48.7,108.7,296.64,75.26,143.29,61.23,109.01,96.26,156.05,43.69,193.14,52.63,17.36,38.77
2014-11-07,48.68,109.01,299.86,75.6,143.61,61.47,108.2,96.59,156.55,43.37,193.81,52.39,17.36,38.91
2014-11-10,48.89,108.83,305.11,75.0,145.05,61.93,108.82,96.28,157.66,44.09,195.8,52.37,17.37,39.5
2014-11-11,48.87,109.7,312.01,74.61,144.95,61.37,108.91,96.41,157.11,44.25,194.92,53.57,17.32,39.45
2014-11-12,48.78,111.25,311.51,74.72,145.52,60.56,108.75,95.38,157.68,44.23,193.69,54.86,17.29,39.74
2014-11-13,49.61,112.82,316.48,74.25,146.29,60.23,109.07,94.66,158.35,44.59,193.59,54.71,17.22,39.59
2014-11-14,49.58,114.18,327.82,74.88,145.52,60.28,108.16,95.09,158.85,43.81,188.76,54.27,17.14,39.67
2014-11-17,49.46,113.99,323.05,74.24,145.37,60.38,108.3,95.11,158.69,43.71,186.78,54.25,17.09,39.73
2014-11-18,48.74,115.47,324.93,74.34,145.81,60.53,108.83,94.87,160.15,43.7,192.37,54.76,17.14,39.69
2014-11-19,48.22,114.67,326.54,73.33,145.65,60.6,108.76,95.61,158.83,43.43,191.96,54.415,17.06,39.79
2014-11-20,48.7,116.31,330.54,73.6,145.72,60.12,108.18,95.82,159.36,43.78,192.55,55.125,17.0,39.96
2014-11-21,47.98,116.47,332.63,73.75,146.7,60.45,107.86,96.81,160.16,43.81,191.02,55.66,17.12,40.09
2014-11-24,47.59,118.625,335.64,74.01,147.27,60.96,106.88,95.72,159.88,44.32,194.15,56.98,17.18,40.04
2014-11-25,47.47,117.6,335.04,75.63,147.81,60.3,106.7,94.78,158.06,44.16,192.77,57.3,17.1,40.1
2014-11-26,47.75,119.0,333.57,77.62,148.19,60.34,107.21,94.48,158.31,44.25,194.72,57.34,17.11,40.21
2014-11-28,47.81,118.93,338.64,77.7,148.69,60.16,108.25,90.54,160.09,44.51,194.9,56.9,17.04,40.03
2014-12-01,48.62,115.07,326.0,75.1,148.52,60.0,108.03,92.35,158.16,44.32,192.51,55.85,16.79,39.58
2014-12-02,48.46,114.63,326.31,75.46,149.87,61.08,108.51,94.19,160.6,45.22,200.79,57.0,17.15,40.28
2014-12-03,48.08,115.93,316.5,74.88,149.73,61.54,107.72,94.95,162.26,45.68,198.88,56.32,17.29,40.4
2014-12-04,48.84,115.49,316.93,75.24,150.05,61.38,107.56,94.37,162.26,45.49,197.66,56.33,17.21,40.38
2014-12-05,48.42,115.0,312.63,76.36,150.68,62.7,108.51,93.82,162.27,45.3,198.61,56.79,17.68,41.11
2014-12-08,47.695,112.4,306.64,76.52,151.94,62.67,108.52,91.7,160.93,45.71,197.13,56.84,17.66,41.24
2014-12-09,47.59,114.12,312.5,76.84,150.46,62.45,108.05,91.38,160.83,45.44,199.775,57.63,17.56,41.24
2014-12-10,46.9,111.95,305.84,76.18,149.08,60.68,106.24,88.67,158.24,44.37,191.44,56.57,17.38,40.78
2014-12-11,47.17,111.62,307.36,77.73,150.13,61.14,106.72,89.2,159.15,44.46,191.62,56.46,17.47,40.54
2014-12-12,46.95,109.73,307.32,77.83,146.46,60.04,104.43,86.6,157.12,43.69,186.9,55.73,17.13,39.92
2014-12-15,46.67,108.225,306.07,76.99,146.12,59.16,103.96,86.9,156.85,43.46,183.21,55.41,16.85,39.72
2014-12-16,45.16,106.745,295.06,74.69,145.28,58.43,102.76,86.41,159.05,43.4,177.73,55.08,16.72,39.62
2014-12-17,45.74,109.41,298.88,76.11,148.45,59.77,104.07,89.02,160.6,44.26,182.08,55.45,17.26,40.35
2014-12-18,47.52,112.65,297.73,78.4,152.67,61.48,106.81,91.16,165.3,45.77,188.96,56.1,17.53,41.11
2014-12-19,47.66,111.78,299.9,79.88,151.56,61.93,105.55,93.64,165.48,46.05,189.53,56.83,17.62,40.85
2014-12-22,47.98,112.94,306.54,81.45,151.9,61.94,106.74,93.33,167.27,46.37,188.15,56.88,17.71,40.95
2014-12-23,48.45,112.54,306.285,80.61,151.75,62.48,104.28,94.59,166.87,45.72,178.87,56.84,17.93,41.53
2014-12-24,48.14,112.01,303.03,80.77,151.54,62.48,104.59,93.78,166.96,45.7,181.96,57.01,17.98,41.29
2014-12-26,47.88,113.99,309.09,80.775,151.35,62.55,105.06,93.21,166.26,45.85,187.485,56.66,17.98,41.29
2014-12-29,47.45,113.91,312.04,80.02,152.05,62.96,105.33,93.07,166.71,45.6,188.71,56.33,18.11,41.28
2014-12-30,47.02,112.52,310.3,79.22,152.09,63.15,105.36,93.02,165.84,45.69,184.94,56.36,18.13,41.03
2014-12-31,46.45,110.38,310.35,78.02,150.15,62.58,104.57,92.45,164.32,45.02,185.03,55.91,17.89,40.57
2015-01-02,46.76,109.33,308.52,78.45,149.17,62.49,104.52,92.83,164.06,44.9,186.6,56.2,17.9,40.46
2015-01-05,46.325,106.25,302.19,77.19,147.0,60.55,103.79,90.29,160.36,44.91,182.17,56.99,17.38,39.42
2015-01-06,45.65,106.26,295.29,76.15,146.84,58.98,103.28,89.81,158.65,44.4,177.95,57.45,16.86,38.28
2015-01-07,46.23,107.75,298.42,76.15,148.88,59.07,105.56,90.72,159.8,44.76,187.93,59.57,16.94,39.07
2015-01-08,47.59,111.89,300.46,78.175,151.37,60.39,106.39,92.23,163.63,45.68,183.8,61.44,17.29,39.61
2015-01-09,47.19,112.01,296.93,77.74,149.47,59.34,104.94,92.1,161.62,45.2,184.27,62.58,16.98,39.03
2015-01-12,46.6,109.25,291.41,76.72,148.28,58.83,104.58,90.33,160.74,45.58,183.36,63.17,16.68,38.47
2015-01-13,46.355,110.22,294.74,76.45,148.63,58.84,104.76,90.0,160.62,44.61,179.21,62.65,16.45,38.4
2015-01-14,45.955,109.8,293.27,76.28,147.82,56.81,104.0,89.74,159.84,44.28,175.4,61.06,16.04,37.43
2015-01-15,45.48,106.82,286.95,74.05,147.58,54.99,102.49,88.96,159.66,43.95,172.87,59.63,15.2,37.25
2015-01-16,46.24,105.99,290.74,75.18,149.21,55.93,104.04,91.12,162.0,44.49,180.44,56.92,15.38,37.46
2015-01-20,46.39,108.72,289.44,76.24,148.63,55.71,101.29,91.09,161.94,44.22,183.06,56.24,15.26,37.24
2015-01-21,45.92,109.55,297.25,76.74,147.18,55.89,101.9,91.87,162.54,44.06,179.26,55.9,15.41,37.55
2015-01-22,47.13,112.4,310.32,77.65,150.15,57.59,103.76,92.87,165.89,44.49,180.32,58.01,16.09,38.72
2015-01-23,47.18,112.98,312.39,77.83,149.12,56.68,102.2,90.89,164.02,43.86,183.32,57.46,15.73,36.9
2015-01-26,47.01,113.1,309.66,77.495,149.7,56.77,102.26,91.76,164.24,44.15,182.76,58.2,15.85,37.42
2015-01-27,42.66,109.14,306.75,75.78,147.65,56.2,102.09,90.95,163.63,43.68,180.36,58.75,15.63,36.74
2015-01-28,41.19,115.31,303.91,76.24,144.78,54.75,101.48,87.95,163.94,43.41,177.78,58.57,15.2,35.66
2015-01-29,42.01,118.9,311.78,78.0,146.29,55.67,102.38,87.58,166.13,45.26,188.05,58.67,15.43,36.44
2015-01-30,40.4,117.16,354.53,75.91,143.91,54.38,100.14,87.42,162.3,44.76,183.24,53.05,15.15,36.0
2015-02-02,41.28,118.63,364.47,74.99,146.73,55.47,100.83,89.58,164.42,45.23,178.17,55.18,15.46,36.67
2015-02-03,41.6,118.65,363.55,75.4,148.29,56.72,102.46,92.25,165.94,45.83,177.51,54.68,15.89,37.4
2015-02-04,41.84,119.56,364.75,75.63,147.53,56.38,101.36,91.46,164.81,45.17,178.29,54.3,15.79,37.17
2015-02-05,42.45,119.94,373.89,75.615,149.67,56.77,102.46,92.36,166.55,45.65,178.17,55.0,15.97,37.73
2015-02-06,42.41,118.93,374.28,74.47,150.18,57.89,101.1,91.5,166.07,45.5,175.63,54.63,16.49,38.47
2015-02-09,42.36,119.72,370.56,74.44,149.13,57.82,99.78,91.56,164.84,44.52,171.42,55.02,16.35,38.48
2015-02-10,42.6,122.02,372.995,75.19,149.92,58.46,100.35,91.01,165.82,44.92,176.39,55.74,16.42,39.08
2015-02-11,42.38,124.88,375.14,76.51,149.68,58.37,100.38,90.6,164.48,44.93,173.5,55.8,16.36,39.13
2015-02-12,43.09,126.46,377.17,76.23,149.79,59.57,98.44,92.37,165.91,45.22,176.27,57.24,16.67,39.41
2015-02-13,43.87,127.08,381.83,75.74,148.34,59.67,99.62,93.37,165.94,46.09,182.29,56.9,16.61,39.2
